phrase,is_ingredient
2  lbs  dried black beans,1
1  tablespoon  vegetable oil,1
"4  cups  onions, chopped",1
"3⁄4 lb  turkey polish kielbasa or 3⁄4 lb  turkey polish kielbasa, cut into 1/2-inch cubes",1
"4  cloves  garlic, minced",1
"2  teaspoons  cumin, ground",1
6  cups  water,1
1  teaspoon  salt,1
1⁄4 teaspoon  pepper,1
1  bay leaf,1
1⁄2 cup  red wine vinegar,1
1⁄2 teaspoon  hot sauce,1
feijoada (brazilian bean soup),0
sort and wash beans; place in a large dutch oven.,0
"cover with water to 2 inches above beans, and bring to a boil; cook 2 minutes.",0
remove from heat; cover and let stand 1 hour.,0
drain beans; set aside. wipe pan with a paper towel.,0
"heat oil in pan over medium heat. add onion, kielbasa, and garlic; saute 10 minutes or until onion is tender.",0
"add cumin, and saute 1 minute. return beans to pan.",0
add water and next 3 ingredients; bring to a boil.,0
"cover, reduce heat, and simmer 1 hour and 10 minutes or until beans are tender; remove bay leaf.",0
stir in vinegar and hot sauce.,0
"







                            
                                submit a correction
                            
                        





",0
1 1⁄2 cups  coconut milk,1
"6  eggs, beaten",1
3⁄4 cup  palm sugar,1
1⁄2 teaspoon  salt,1
thai coconut custard,0
"beat coconut milk, eggs, palm sugar and salt together.",0
"cook in a double boiler, stirring constantly, until it resembles  soft scrambled eggs.",0
pour into a small casserole dish.,0
bake at 350 degrees fahrenheit for 30  minutes.,0
brown under a broiler.,0
"







                            
                                submit a correction
                            
                        





",0
1  lb  black beans,1
6  cups  water,1
1  lb  ham,1
"1  lb  pork loin, cubed",1
3⁄4 lb  hot italian sausage,1
1  pint  cherry tomatoes,1
"1  onion, chopped",1
1  teaspoon  red pepper flakes,1
"6  garlic cloves, minced",1
1⁄8 teaspoon  orange zest,1
feijoada (brazilian bean soup) ii,0
soak black beans overnight; drain.,0
preheat oven to 350 degrees fahrenheit.,0
"combine black beans, water, ham, pork loin, italian sausage, cherry tomatoes, onion, red pepper flakes, garlic, and orange zest in a dutch oven.",0
"bring to boil, uncovered, on stove top.",0
cover and transfer to oven.,0
bake 90 minutes.,0
remove cover and bake another 30 minutes.,0
cool overnight in refrigerator.,0
remove fat and reheat.,0
"







                            
                                submit a correction
                            
                        





",0
1 1⁄2 teaspoons  cornstarch,1
"3⁄4 cup  vegetable stock, divided",1
1  tablespoon  dry sherry,1
2  tablespoons  soy sauce,1
1  tablespoon  sesame oil,1
1  scallion,1
4  tablespoons  vegetable oil,1
2  slices  gingerroot,1
"2  garlic cloves, sliced",1
"2  cups  broccoli, florets and stems",1
1⁄2 teaspoon  salt,1
"1⁄2 lb  medium firm tofu, cubed",1
bean curd with broccoli,0
put cornstarch into a cup and slowly add 1/4 cup of the vegetable stock (make  sure it is room temperature or cooler) and mix well.,0
"add wine, soy sauce and  sesame oil.",0
mix well.,0
cut scallion into 1 1/2-inch lengths.,0
"heat vegetable oil  in a wok over medium heat. when hot, put in ginger and garlic. stir fry for 10  seconds.",0
put in scallion and broccoli.,0
fry for 1 minute. add 1/2 cup vegetable  stock and the salt. bring to a simmer.,0
"cover and cook over a medium heat for a  minute, until broccoli is tender-crisp.",0
remove broccoli with a slotted spoon.,0
turn heat to low and add tofu.,0
let it heat through.,0
add cornstarch mixture.stir  very gently.,0
put broccoli back in wok.,0
serve as soon as the sauce is thick and  everything is heated through.,0
"







                            
                                submit a correction
                            
                        





",0
3 -4  tablespoons  oil,1
1  teaspoon  cumin seed,1
"1 -2  teaspoon  fresh ginger, peeled and finely diced",1
" cauliflower, cut into small pieces the same size as the potatoes",1
"2  potatoes, peeled and cut into small dice",1
1  pinch  garam masala,1
"  dried red chili, small thai peppers",1
 salt,1
cauliflower and potatoes,0
"put oil, cumin seed and ginger in a large frying pan and cook over medium heat 3 to 5 minutes.",0
add cauliflower and potatoes.,0
add some garam masala and red peppers and mix.,0
cook over medium heat 7 to 10 minutes.,0
"cover and reduce heat to low. the steam should cook the vegetables. if it seems too dry, add a little water.",0
"







                            
                                submit a correction
                            
                        





",0
"2  cups  cauliflower, cut into bite size pieces",1
"2  cups  carrots, sliced",1
"2  cups  celery, sliced",1
"1⁄2 cup  onion, chopped",1
1 (10 3/4 ounce) can cream of chicken soup,1
1⁄3 cup  mayonnaise,1
1⁄2 teaspoon  salt,1
1⁄2 teaspoon  curry powder,1
"1⁄4 teaspoon  coriander, ground",1
"1⁄8 teaspoon  ginger, ground",1
"topping1⁄2 cup  cheddar cheese, shredded",1
1⁄2 cup  breadcrumbs,1
"2  tablespoons  butter, melted",1
curried vegetables,0
"cook the cauliflower, carrots, celery, and onion in a small amount of water until crisp- tender-drain; set aside.",0
"combine the soup, mayonnaise, salt, curry powder, coriander, and ginger in a mixing bowl; mix well.",0
stir in the vegetables.,0
spoon into an oven-proof casserole dish.,0
"combine cheddar cheese, bread crumbs and melted butter.",0
sprinkle over the vegetables.,0
bake uncovered at 350 degrees fahrenheit for 30 to 35 minutes.,0
"







                            
                                submit a correction
                            
                        





",0
10  ounces  plain firm tofu,1
"1  tablespoon  vegetable oil, plus",1
1  tablespoon  butter,1
1  teaspoon  turmeric,1
"2  teaspoons chopped herbs, of your preference: basil, chives, parsley",1
  salt & pepper,1
"4  slices buttermilk, potato, or whole wheat bread, toasted, spread with butter",1
scrambled tofu on toast,0
crumble the tofu and fry it in the vegetable oil and butter until evenly cooked.,0
"add the turmeric, herbs, and salt and pepper to taste. saute a further few minutes.",0
serve on crispy wholemeal toast spread with butter.,0
"this is the basic recipe... you can also add grated cheese, fried mushrooms, sweet or hot peppers, onions, garlic, or anything you like to this mixture to make it to your taste!  experiment and enjoy!",0
"







                            
                                submit a correction
                            
                        





",0
1  lb  cucumber,1
1  tablespoon  salt (if cucumbers are not firm),1
1  lemon,1
2  tablespoons  butter or 2  tablespoons  peanut oil or 2  tablespoons  olive oil or 2  tablespoons  other oil,1
2  cups  flour (for dredging),1
 salt,1
" pepper, freshly ground",1
" fresh parsley leaves, minced",1
crisp sauteed cucumbers with lemon,0
peel the cucumbers if waxed.,0
cut cucumbers in half lengthwise; scoop out the seeds with a spoon.,0
cut them into inch chunks.,0
"if the cucumbers are not super-firm, place the chunks in a colander and sprinkle them with 1 tablespoon  of salt. shake to distribute the salt. let cucumber drain for about 20 minutes. rinse and dry.",0
"if the cucumbers are already firm, proceed with the recipe.",0
remove a few strips of zest from the lemon with a zester or vegetable peeler; mince enough to measure 1 teaspoon.,0
cut the lemon in half through its equator and section it as you would an orange. set the zest and lemon sections aside.,0
place  the butter or oil in a large skillet over medium high heat.,0
"place about 2 cups flour in a bag, and, when the butter melts or the oil is hot, put a few chunks of cucumber at a time in the bag.",0
shake well; add cucumbers to the skillet.,0
repeat until all the cucumbers are used up.,0
"cook over medium high heat, stirring and turning occasionally, for about 10 minutes, until the exteriors of the cucumbers are crisp and the interiors are tender enough to be easily pierced  with a thin-bladed knife.",0
"add the lemon zest and lemon sections, along with salt and  pepper, and cook for 1 minute more.",0
garnish with parsley and serve.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄2 grapefruit,1
1  orange,1
1  cup  fresh pineapple,1
6  marshmallows,1
6  maraschino cherries,1
"1⁄2 cup  moist coconut, shredded",1
2  tablespoons  maraschino juice,1
3    egg whites,1
6  tablespoons  confectioners' sugar,1
tutti frutti trifle,0
remove segments from membrane of grapefruit and orange; slice pineapple.,0
cut marshmallows and cherries into eighths.,0
soak marshmallows and coconut in maraschino juice.,0
beat egg whites until stiff and fold in sugar.,0
combine  with fruits and coconut marshmallow mixture. freeze until firm.,0
for an extra taste treat add 1 tbsp of brandy or some people  like to add 1/2 cup of seedless raisins.,0
"







                            
                                submit a correction
                            
                        





",0
1  tablespoon  salt (if cucumbers are not firm),1
2  tablespoons  butter,1
"1⁄2 cup  onion, chopped",1
" pepper, freshly ground",1
1⁄2 cup  heavy cream or 1⁄2 cup  sour cream or 1⁄2 cup  yogurt,1
" to taste  fresh dill, snipped (lots of)",1
1  lb  cucumber,1
creamed cucumbers,0
peel the cucumbers if waxed.,0
cut them in half lengthwise and scoop  out the seeds with a spoon.,0
cut them into 3/4 inch chunks.,0
"if the  cucumbers are not super-firm, place the chunks in a colander and sprinkle  them with 1 tablespoon of salt. shake to distribute the salt and let  them drain for about 20 minutes.",0
rinse and dry.,0
"if the cucumbers are  already firm, proceed with the recipe.  place butter in a medium to large skillet over medium heat. when it  melts, add the onion and cook, stirring occasionally, until the onion  softens, about 5 minutes.",0
do not let the onion brown.,0
"add the cucumbers  and cook, stirring for about 5 minutes, until the cucumbers are just  tender.",0
"add pepper and, if you did not salt them earlier, salt.  turn heat to low, then stir in the cream or yogurt and a good handful  of dill.",0
"stir until well blended, then serve, garnished with more dill.",0
"







                            
                                submit a correction
                            
                        





",0
12  soft shelled crabs,1
1⁄4 cup  milk,1
3⁄4 cup  flour,1
"2  eggs, beaten",1
2  teaspoons  salt,1
3⁄4 cup  dry breadcrumbs,1
virginia fried soft shell crabs,0
dress fresh crabs or thaw frozen crabs.  rinse in cold water; drain.,0
"combine eggs, milk, and salt.",0
combine flour and crumbs.,0
"dip crabs in egg mixture and roll in flour/crumb mixture. for heavier breading, let crabs sit several minutes and repeat dipping/rolling procedure. additional spices, such as cayenne pepper and garlic, may also be added.",0
"place crabs in a heavy frying pan which contains 1/8 to 1/4 inch of fat, hot but not smoking.",0
"fry at moderate heat. when crabs are brown on one side, turn carefully and brown the other side. cooking time is approximately 8 to 10 minutes.",0
drain on absorbent paper.,0
"







                            
                                submit a correction
                            
                        





",0
2  cups  crabmeat (jumbo lump),1
1  cup  chicken broth,1
1⁄2 cup  vegetable oil,1
3  teaspoons  worcestershire sauce,1
3  teaspoons  parsley,1
1  teaspoon  season salt,1
1  teaspoon  celery seed,1
"1⁄2 teaspoon  red pepper, ground",1
1⁄2 teaspoon  tarragon,1
1  cup  all-purpose flour,1
5  eggs,1
blue jimmy pillows,0
"in saucepan, combine chicken broth, vegetable oil, worcestershire sauce,  parsley, season salt, celery seed, red pepper, and tarragon.",0
"bring to a  boil, incorporate flour until blended.",0
once flour and ingredients are  combined set aside to cool.,0
while that is cooling beat eggs to a fluffy  consistency.,0
the reason for letting the flour mixture cool is so that it  doesn't cook  the eggs.,0
combine beaten eggs and flour mixture thoroughly.,0
"incorporate  crab meat. after everything is combined, drop 1 large tablespoon per  serving onto ungreased cookie sheet, and bake at 425 degrees for 12 to 15  minutes or until golden brown.",0
"







                            
                                submit a correction
                            
                        





",0
"1⁄2 red bell pepper, roasted and chopped",1
 olive oil,1
"1  small  onion, chopped",1
"1  small  tomatoes, chopped",1
"1    jalapeno pepper, finely minced",1
"2  apricots, chopped",1
2  tablespoons  dark rum,1
 apple cider,1
apricot salsa,0
"cut a red bell pepper in half; remove seeds; and roast half of it. (brush with olive oil; put under broiler very close to heat until blackened, about 5 minutes). chop.",0
saute onion in about a tablespoon  of olive oil until translucent.,0
"add tomato and jalapeno; saute about another 5 minutes, until tomato is cooked.",0
add apple cider to cover apricots and boil down until cider is almost all boiled off.,0
add chopped roasted bell pepper; stir.,0
add dark rum and flambe. (light and swirl until flame goes out).,0
"serve hot over grilled shark, swordfish, shrimp, or marlin.",0
"







                            
                                submit a correction
                            
                        





",0
custard8    egg yolks,1
20  tablespoons  whole milk (1 cup plus 4 tbsp),1
6  tablespoons  sugar,1
1⁄2 cup  whipping cream,1
"5  teaspoons  cornstarch, dissolved in 4 tbsp water",1
1  teaspoon  vanilla,1
"1⁄4 teaspoon  nutmeg, ground",1
trifle assembly1  pint  whipping cream,1
1 -2  small  poundcake (two days old) or 1 -2  small  sponge cake (two days old),1
3⁄4 cup  cream sherry (use a good one),1
3⁄4 cup  raspberry jam,1
"1 (10  ounce) package frozen raspberries, thawed and drained (not traditional)",1
english trifle - guy attwood,0
"this recipe was given to me by my grandmother who came over to america in 1895 from england. i have altered it slightly. as far as i know it is  relatively original, or as original as any type of recipe such as this can be. it is not only addictive and decadent but pretty to look at as  well. this is a special occasion dessert.",0
whisk yolks in a medium saucepan.,0
"gradually add sugar, whisking until  mixture is thick and lemon colored, about 1 or 2 minutes.",0
"blend in whole milk,  whipping cream and cornstarch; mix.",0
"place over medium low heat and cook, stirring constantly, until mixture thickens, about 3 to 5 minutes. do not boil  or mixture will separate.",0
remove from heat and stir until slightly cooled.,0
blend in vanilla and nutmeg.,0
transfer to a bowl; repeat process for the  two required for the trifle.,0
assembly:,0
whip the cream as your mama or daddy taught you to do.,0
in your  prettiest large crystal bowl (salad bowl size) place a little less than  half the whipped cream around the bottom and half way up the sides.,0
break 1/2 of the cakes into bite sized pieces and drop randomly all over the  cream.,0
drizzle sherry over all.,0
drop dollops of jam and slightly less  than half of the drained raspberries over the cake.,0
drizzle 1/2 of the  thick but liquid custard over all.,0
"repeat for the next layer, reserving  some raspberries for the top.",0
(try to plan to end with a layer of jam and  raspberries as the top of the trifle.),0
"finally, completely cover the top  with the remaining whipped cream.",0
drizzle a little chocolate on top in any  pattern you think looks good.,0
add a few raspberries and stand back to receive raves.,0
"to serve, merely scoop down and place on a pretty  plate.",0
note: make about 4 hours before serving. cover with plastic wrap and  refrigerate.,0
"







                            
                                submit a correction
                            
                        





",0
"2 (8 1/4 ounce) packages raspberries, frozen in light syrup and thawed",1
"1 (16  ounce) package strawberries, frozen in light syrup, thawed and pureed with their juice",1
"1  lb  dark sweet red cherries, stemmed pitted and quartered or 1 (20  ounce) can dark sweet cherries, with juice reserved separately",1
1  quart  natural red grape juice or 1  quart  cranberry juice,1
3⁄4 cup  sugar,1
"1  tablespoon  lemon zest, finely grated",1
"1⁄4 cup  lemon juice, freshly squeezed",1
"2⁄3 cup  cornstarch, unsifted",1
1  cup  dry red wine (preferably german),1
toppping1  cup  heavy cream,1
1  tablespoon  vanilla sugar,1
rote grütze,0
for dessert:,0
"combine raspberry juice, pureed strawberries and cherry juice in  1 quart measure.",0
add enough grape juice to total 1 quart.,0
pour mixture into  heavy saucepan (not aluminum).,0
add 2 more cups grape juice.,0
"stir in sugar, lemon zest, lemon juice.",0
"bring to a boil, uncovered, over medium heat stirring often.",0
"combine cornstarch with wine in separate bowl to make a thin, smooth  paste.",0
"as soon as mixture boils, add corn starch paste, whisking vigorously.",0
"immediately reduce heat to low; cook and stir for 3 minutes until mixture boils again, thickens, and starch taste is gone.",0
stir in raspberries and cherries gently.,0
heat and stir 1 minute more.,0
remove from heat and stir 1 minute more.,0
cool mixture to room temperature.,0
chill for 24 hours.,0
for topping:,0
"shortly before serving, beat heavy cream with vanilla sugar until slightly thickened, but still thin enough to pour.",0
spoon rote grutze into stemmed goblets and top each with a generous ladle of whipped cream and serve.,0
"







                            
                                submit a correction
                            
                        





",0
6  medium  potatoes,1
"1  cup  cheddar cheese, grated",1
1 1⁄2 cups  milk,1
"1  cup  ham, chopped",1
1⁄2 pint  sour cream,1
1⁄2 teaspoon  onion salt,1
1⁄4 teaspoon  pepper,1
1⁄4 cup  butter,1
" paprika or   parsley flakes, for garnish",1
twice baked ham and cheese potatoes,0
bake potatoes at 400 degrees fahrenheit for 1 hour until soft.,0
slice potatoes in half lengthwise.,0
"scoop out insides, leaving a firm shell.",0
"place potato pulp, cheddar cheese, milk, ham, sour cream, onion salt, pepper, and butter in a mixing bowl.",0
beat at high speed until smooth.,0
fill potato shells with mixture.,0
bake at 350 degrees fahrenheit for 20 to 30   minutes.,0
garnish with paprika or parsley.,0
"







                            
                                submit a correction
                            
                        





",0
1 1⁄2 cups  water,1
"6  cups  sugar, divided",1
  food coloring (optional),1
  candy flavoring,1
3    lengths of string (6-inch),1
rock candy,0
"* candy flavoring is carried by a lot of grocery stores, near the baking aisle with candy-making and cake decorating supplies.",0
bring the water to a boil in the saucepan.,0
"remove from heat; add 3 cups of sugar, stirring until dissolved.",0
"slowly add the remaining sugar, reheating the water if necessary.",0
"when all the sugar is dissolved, pour the mixture into 3 heat proof jars or glasses.",0
stir 3 drops of liquid food coloring and 1/2 teaspooon candy flavoring into each jar.,0
tie each length of string around a pencil.,0
lay one string on top of each jar so the strings hang down into the liquid.,0
"crystals will begin to form in 1 hour, and continue to solidify for several days.",0
"if a layer forms on the surface of the jar, break it.",0
"when liquid completely evaporates, candy is ready.",0
"







                            
                                submit a correction
                            
                        





",0
1   whole head of garlic,1
  vegetable oil cooking spray (as needed),1
"6  small  sweet potatoes, unpeeled",1
1⁄3 cup  sour cream,1
1⁄4 teaspoon  salt,1
1⁄8 teaspoon  pepper,1
twice-baked sweet potatoes,0
remove outer covering from garlic but don't separate the cloves.,0
wrap garlic in aluminum foil coated with cooking spray.,0
place garlic and sweet potatoes on a baking sheet.,0
bake at 400 degrees fahrenheit for 1-1/4 hours.,0
separate garlic cloves; squeeze to extract 2 teaspoons pulp.,0
slice skin away from top of each potato and scoop out the pulp leaving   the shells intact.,0
"mash potato pulp with garlic, sour cream, salt and pepper.",0
spoon into potato shells.,0
bake 400 degrees fahrenheit for 15 minutes or until heated.,0
"







                            
                                submit a correction
                            
                        





",0
1    jars or 1    drinking glass,1
1  piece  cotton string,1
1    pencil or 1    stick,1
1    paper clip,1
  food coloring (optional),1
1  cup  water,1
2  cups  sugar (or additional),1
rock candy ii,0
tie a short piece of cotton string to the middle of the pencil or  stick.,0
"attach a paper clip to the other end of the string for weight.  moisten the string very lightly, and roll in a bit of sugar (this will  help ""attract"" the sugar crystals from the syrup to the string) place the  pencil or stick over the top of the glass or jar with the string hanging  down inside.  heat the water to boiling, and dissolve 2 cups of sugar in it.  for the biggest crystals fast, heat the sugar water solution a second  time, and dissolve as much additional sugar into it as possible. add a  few drops of food coloring to the solution if desired.",0
pour the solution into the prepared glass or jar and leave  undisturbed for a couple days.,0
"depending on how much sugar you were able  to dissolve in the water, you should start seeing crystals growing in a  few hours to a few days.",0
"







                            
                                submit a correction
                            
                        





",0
1 (750  g) packetpre-rolled puff pastry sheets,1
"185  g  butter, melted",1
2  teaspoons  curry powder,1
"1 (250  g) packet potato chips, finely crushed",1
curry curlies,0
cut pastry into 1 cm strips.,0
brush both sides of the strips with combined melted butter and curry powder.,0
lightly press finely crushed potato chips on both sides; twist to curl.,0
place on lightly greased oven trays.,0
bake in moderately hot oven 8 minutes or until golden.,0
cool on wire rack.,0
"







                            
                                submit a correction
                            
                        





",0
120  ml  whipping cream,1
50  g  butter,1
125  g  sugar,1
"40  g  candied fruit, cherries or 40  g other candied fruit",1
"100  g  candied orange, finely chopped",1
"100  g  almonds, slivers",1
"100  g  almonds, ground",1
60  g  flour,1
  glaze,1
"200  g  semisweet chocolate, grated",1
3  tablespoons  water,1
florentiner,0
preheat oven to 350 degrees fahrenheit.,0
"in saucepan, combine whipping cream, butter and  sugar.",0
"bring to a boil, stirring constantly.",0
remove from heat.,0
"add candied fruit, candied orange, almond slivers, ground almonds, and flour, one after the other to cream, mixing well.",0
"drop by teaspoonfuls onto greased cookie sheet, leaving several inches space in between.",0
"with fork, dipped in water, press dough to approx 5 cm  (2 inches diameter) rounds.",0
bake 5 to 6 minutes.,0
carefully remove and cool on  rack.,0
"in the meantime, for the glaze, melt the grated chocolate with water in double boiler or in microwave.",0
"after cookies have cooled, brush glaze onto smooth bottom side of  cookies.",0
"before glaze hardens, make a pattern by moving a fork across glaze.",0
die florentiner im 180 oc heissen ofen 5 bis 6 minuten backen.,0
mit einem  spatel vom blech loesen und auf einem kuchengitter abkuehlen lassen.,0
inzwischen die feingeriebene zartbitterschokolade mit dem wasser  vermischen und im heissen wasserbad schmelzen.,0
"







                            
                                submit a correction
                            
                        





",0
1  cup  heavy cream (1/2 pint),1
homemade butter,0
place the bowl and blade of a food processor into the freezer to chill  for 4 to 5 hours.,0
"refit the bowl and blade, turn on the food processor,  and pour the cream through the feed tube. continue to process for about  10 minutes, until the butter has hardened around the blade, leaving the  liquid that has separated from the cream in the bottom of the bowl.",0
transfer the butter to a fine sieve and shake 2 or 3 times over the sink  to allow any excess liquid to drain.,0
"put the butter in a bowl, cover, and  chill for at least 1 hour before using.",0
"store it in the refrigerator,  where it has a shelf life of about 1 week.",0
"while holding the ruler, grab the end of the top  layer of wax paper and slowly pull it toward you; this will form the  butter into the shape of a log.",0
roll the paper around the log and chill.,0
serve whole or cut off medallions as needed.,0
"







                            
                                submit a correction
                            
                        





",0
1  cup  heavy whipping cream,1
1⁄2 cup  water,1
2    ice cubes,1
homemade butter ii,0
fit the steel knife blade into the work bowl of your food processor.,0
"process  cream until whipped, about 30 seconds.",0
add water and ice cubes.,0
process 2-3  minutes until butter has formed  and separated from the liquid.,0
no harm will be  done if you overwhip this  mixture. pour butter and liquid into a fine strainer.,0
"with a rubber spatula,  gently press butter against sieve to remove excess  moisture. do not press  too hard or butter will go through strainer.",0
refrigerate butter in a  covered container.,0
this makes 1/3 cup butter.,0
"if you prefer salted butter, add 1/8 teaspoon  or less of salt to cream before processing.",0
"







                            
                                submit a correction
                            
                        





",0
1⁄2 cup  all-purpose flour,1
1⁄4 teaspoon  baking soda,1
1  dash  salt,1
1⁄4 cup  butter or 1⁄4 cup  margarine,1
"1⁄3 cup  brown sugar, packed",1
2  tablespoons  light corn syrup,1
1  egg,1
1⁄2 cup  coconut,1
1⁄2 teaspoon  vanilla extract,1
2    semi-sweet chocolate baking squares (1 oz),1
1  tablespoon  butter or 1  tablespoon  margarine,1
florentines,0
"mix flour, baking soda and salt.",0
cream 1/4 cup butter or margarine.,0
gradually add brown sugar and beat until light and fluffy.,0
add corn syrup  and egg.,0
blend well.,0
"stir in flour mixture, coconut and vanilla.",0
"drop by half teaspoonfuls onto greased baking sheets, leaving 2 inches between.",0
bake at 350 degrees fahrenheit (180 degrees celsius) about 10 minutes.,0
cool on baking sheets for 1 minute.,0
"remove quickly and finish cooling on racks. (if wafer hardens, return briefly to oven).",0
"melt chocolate and 1 tablespoon  butter in pan over very low heat, stirring constantly until smooth.",0
drizzle chocolate over cookies.,0
"







                            
                                submit a correction
                            
                        





",0
2 1⁄4 quarts  siftings (or bran ),1
4 1⁄2 liters  water,1
1⁄2 cup  hop,1
1⁄2 cup  sugar,1
how to make yeast,0
"to the siftings or bran, add the water boiled and strained, then throw in the hops and sugar.",0
"when cool set it working, and bottle it.",0
from the tradition of australian cooking by ann gollan  typed by kevin jcjd symons  mmmmm  mmmmm----- recipe via meal-master (tm) v8.05.,0
"







                            
                                submit a correction
                            
                        





",0
dressing1  tablespoon  minced ginger,1
"1  garlic clove, minced",1
2  teaspoons  light soy sauce,1
1⁄4 cup  rice wine vinegar,1
"2  oranges, juice of",1
"1  lime, juice of",1
1  teaspoon  brown sugar,1
"salad2  cups  chinese cabbage, shredded",1
100  g  bean sprouts,1
"1  red onion, thinly sliced",1
"1  orange, peeled and sliced into 1 inch segments",1
"2    grilled chicken breasts, sliced",1
 chopped fresh cilantro (for garnish),1
  salt & freshly ground black pepper,1
"1⁄4 cup  fresh cilantro, chopped",1
thai citrus chicken salad,0
dressing:,0
"combine the ginger, garlic, soy sauce, rice wine vinegar, orange juice, lime juice, and brown sugar together.",0
add salt and freshly ground pepper and taste for seasoning.,0
refrigerate 1 hour to allow flavors to infuse.,0
salad:,0
"combine the chinese cabbage, bean sprouts, sliced red onion and orange segments. (i like to drop everything in a large zip-lock bag).",0
"toss with half of the dressing. (again, if you use a zip-lock bag you can easily pour in half of the dressing, seal and fumble to mix dressing in with salad; place in the refrigerator until ready to use.).",0
add the sliced chicken to a frying pan and brown lightly with a small amount of olive oil.,0
add the remainder of the citrus dressing; bring to a boil; reduce for 30 seconds to allow mixture to thicken slightly.,0
place chinese cabbage mixture on two dinner plates.,0
arrange sliced chicken on top and pour over the remaining sauce.,0
top with freshly chopped cilantro.,0
"







                            
                                submit a correction
                            
                        





",0
1 (8  ounce) can pineapple chunks,1
  crisp salad green,1
"2  cups  ham, diced",1
"1  cup  cheddar cheese, shredded",1
dressing1  cup  sour cream,1
3  tablespoons  chutney,1
chutney ham salad,0
"drain pineapple, reserving 2 tablespoons juice.",0
"arrange pineapple, ham and cheese onto each of four salad plates lined with crisp salad greens.",0
"for dressing, combine sour cream, reserved pineapple juice and chutney.",0
spoon dressing over each salad to serve.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄4 cup  olive oil,1
3  tablespoons  olive oil,1
"1  medium  onion, chopped",1
"3  cloves  garlic, minced",1
1  cup  long grain white rice,1
"1 1⁄2 teaspoons  cumin, ground",1
4  cups  canned chicken broth,1
1⁄3 cup  currants,1
"1⁄3 cup  pine nuts, toasted",1
"1⁄3 cup  fresh parsley, minced",1
"1⁄4 cup  of fresh mint, minced",1
"1 (8  ounce) jar grape leaves, drained",1
sauce:1  cup  plain yogurt,1
"1⁄4 cup  of fresh mint, minced",1
"1  clove  garlic, minced",1
garnish: lemon wedge,1
dolmades with yogurt-mint sauce,0
for grape leaves:,0
"heat 1/4 cup oil in heavy medium saucepan over medium low heat. add  onion and garlic. saute until very tender, about 10 minutes.",0
add  rice and cumin and stir 1 minute. add 2 cups broth and currants.,0
"cover and simmer until rice is tender and liquid is absorbed, about  20 minutes.",0
transfer to bowl.,0
"mix in nuts, parsley and mint. season  with salt and pepper.",0
cool completely.,0
(can be made i day ahead. cover; chill.),0
place grape leaves in bowl.,0
cover with cold water and let stand 30  minutes.,0
drain.,0
(cut off stems.,0
"arrange 1 leaf veined side up on  work surface. place 1 rounded tbsp of rice filling on stem end,  leaving 1/2-inch border.",0
"fold 2 short sides over rice, then roll up  starting at stem end.",0
repeat with remaining leaves and filling.,0
place seam in side down in 2 heavy 12-inch skillets.,0
divide  remaining 3 tbsp oil and 2 cups broth between skillets.,0
"cover;  simmer over medium-low heat until liquid is absorbed, about 30  minutes.",0
uncover and let rolls cool.,0
transfer to platter.,0
cover and  chill.,0
"(can be made 1 day ahead.)   for sauce:  combine yogurt, mint, and garlic in small bowl.",0
season to taste with  salt and pepper.,0
place grape leaf rolls on platter and garnish with lemon.,0
serve with  sauce.  these rice-filled grape leaves are a classic greek appetizer.,0
"







                            
                                submit a correction
                            
                        





",0
"1  cup  butter, softened",1
1 1⁄2 cups  sugar,1
"3  eggs, separated",1
"2  cups  flour, unsifted",1
1  teaspoon  baking powder,1
1  teaspoon  baking soda,1
1  cup  sour cream,1
"1  orange, zest of, grated",1
"1⁄4 cup  almonds, chopped",1
topping1⁄4 cup  orange juice,1
1⁄3 cup  grand marnier,1
1⁄2 cup  sugar,1
2  tablespoons  blanched slivered almonds,1
grand marnier cake ii,0
cream butter and sugar.,0
beat in egg yolks.,0
"add flour, baking powder and baking soda alternately with sour cream, beating until smooth.",0
stir in orange rind and chopped almonds.,0
fold in stiffly beaten egg whites.,0
pour into buttered 9-inch tube pan.,0
bake in moderate 350 degree fahrenheit oven about 50 minutes.,0
"mix orange juice, grand marnier, and sugar together; spoon over hot cake in pan.",0
decorate top with almonds.,0
cool before removing from pan.,0
"







                            
                                submit a correction
                            
                        





",0
"3    egg whites, beaten very stiff",1
1  teaspoon  vanilla,1
2⁄3 cup  graham cracker crumbs,1
1  cup  sugar,1
"1  cup  pecans, chopped",1
1⁄2 teaspoon  baking powder,1
french pecan pie ii,0
mix egg whites and vanilla.,0
"add graham cracker crumbs, sugar, pecans, and baking powder.",0
gentleness not obligatory; just stir it all up and pour into a well buttered pie pan.,0
bake at 350 degrees fahrenheit for  25 to 30 minutes.,0
do not overcook.,0
allow to cool.,0
top with whipped cream and  refrigerate until ready to serve.,0
pie (without cream) freezes well.,0
"







                            
                                submit a correction
                            
                        





",0
1  lb  cod fish fillet,1
2  tablespoons  margarine or 2  tablespoons  cooking oil,1
"1  medium  onion, sliced",1
"1⁄2 cup  celery, diced",1
"2  cups  raw potatoes, diced",1
"1⁄2 cup  carrot, sliced",1
2  cups  boiling water,1
1  teaspoon  salt,1
1⁄2 teaspoon  pepper,1
1  cup  milk,1
fish chowder,0
